,RA_DBTP,DEC_DBTP,ID_B,RA_B,DEC_B,F775W_B,F775W_GALFIT_B,Re_B,nSer_B,Morph_B,ba_B,B_B,sigma_B,r_i_B,e_r_i_B,i_z_B,e_i_z_B,r_z_B,e_r_z_B,nm_col_T,ID_T,RA_T,DEC_T,zmag_T,VRc_T,Rci_T,i_z_T,zph_T,zsp_T,Zspmin_T,zpsmax_T,zconf_T,ID_P,RA_P,DEC_P,zmag_auto_P,zmag_col_P,Ks_col_P,z50_P,z025_z_P,z975_P,zspec_P,lmass_P,density_P,ID_D,RA_D,DEC_D,Z_D,EL_D,TYPE_D,AUTO_R_D,ERR_AUTO_R_D,AP_R_D,ERR_AP_R_D,AUTO_I_D,ERR_AUTO_I_D,AP_I_D,ERR_AP_I_D,AUTO_Z_D,ERR_AUTO_Z_D,AP_Z_D,ERR_AP_Z_D,AUTO_J_D,ERR_AUTO_J_D,AP_J_D,ERR_AP_J_D,AUTO_KS_D,ERR_AUTO_KS_D,AP_KS_D,ERR_AP_KS_D,STEL_MASS_D,U,U_err,NUV
199,28.318999999999999,-13.866030555555556,,,,,,,,,,,,,,,,,,121,F5-29,28.319,-13.8660305556,20.76,0.79,0.93,0.58,0.84,0.8414,0.8412,0.8416,0,G079442,28.319024,-13.865932,20.8144,21.0194,17.8955,0.86010000,0.78260000,0.88920000,0.84140003,11.2380,42.8158,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7018,0.4297,24.745675
200,28.337083333333332,-13.871838888888888,,,,,,,,,,,,,,,,,,123,F5-32,28.3370833333,-13.8718388889,21.25,1.10,1.04,0.74,0.87,0.8455,0.8447,0.8462,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0
201,28.009583333333332,-14.033441666666667,,,,,,,,,,,,,,,,,,129,F6-4,28.0095833333,-14.0334416667,20.62,1.18,1.10,0.79,0.86,0.8407,0.8397,0.8417,1,G047658,28.009689,-14.033471,20.7350,20.8947,17.7001,0.81680000,0.81030000,0.82910000,0.84069997,10.9691,4.60117,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6274,1.0275,-99.0
202,28.010083333333334,-14.040533333333334,,,,,,,,,,,,,,,,,,130,F6-5,28.0100833333,-14.0405333333,20.47,1.18,1.08,0.72,0.84,0.8407,0.8402,0.8411,0,G046569,28.010176,-14.040568,20.5016,20.6736,17.6388,0.82880000,0.82070000,0.83820000,0.84069997,11.1096,6.60186,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6308,0.9649,-99.0
203,28.00483333333333,-14.062225,,,,,,,,,,,,,,,,,,131,F6-8,28.0048333333,-14.062225,21.60,0.69,0.86,0.48,0.83,0.8493,0.8490,0.8496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8920,0.7840,26.165427
204,28.004041666666662,-14.072230555555555,,,,,,,,,,,,,,,,,,132,F6-9,28.0040416667,-14.0722305556,21.27,0.88,0.97,0.65,0.86,0.8419,0.8415,0.8424,0,G040778,28.004140,-14.072292,21.3517,21.4462,18.1580,0.82050000,0.80930000,0.83180000,0.84189999,11.0077,8.96064,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0043,0.9243,26.070925
205,28.001374999999999,-14.072883333333333,,,,,,,,,,,,,,,,,,133,F6-10,28.001375,-14.0728833333,22.39,0.59,0.76,0.37,0.83,0.8462,0.8461,0.8462,0,G040525,28.001454,-14.072945,22.4117,22.4339,20.1937,0.83300000,0.77120000,0.85020000,0.84619999,9.80301,11.9815,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8101,0.7868,26.102125
206,27.995083333333334,-14.068808333333333,,,,,,,,,,,,,,,,,,134,F6-12,27.9950833333,-14.0688083333,21.04,0.55,0.72,0.38,0.84,0.85,0.8499,0.8500,0,G041294,27.995180,-14.068874,21.1047,21.2111,18.4503,0.84510000,0.83640000,0.85440000,0.85000002,10.4287,12.6617,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4070,0.3833,24.395301
207,27.986625,-14.06955,,,,,,,,,,,,,,,,,,135,F6-14,27.986625,-14.06955,21.22,1.22,1.06,0.76,0.88,0.8464,0.8459,0.8471,0,G041275,27.986721,-14.069611,21.2718,21.3278,99.0000,0.83360000,0.83020000,0.83990000,0.84640002,10.7895,27.5284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,27.979041666666667,-14.063019444444445,,,,,,,,,,,,,,,,,,137,F6-16,27.9790416667,-14.0630194444,22.70,0.65,0.70,0.43,0.84,0.8404,0.8401,0.8407,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2934,0.9721,26.880867
209,27.977708333333336,-14.069727777777778,,,,,,,,,,,,,,,,,,138,F6-17,27.9777083333,-14.0697277778,20.04,1.27,1.14,0.78,0.86,0.8485,0.8483,0.8487,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3475,1.1041,-99.0
210,27.977166666666669,-14.085111111111111,,,,,,,,,,,,,,,,,,139,F6-18,27.9771666667,-14.0851111111,21.24,1.19,1.07,0.75,0.87,0.8471,0.8468,0.8474,0,G038322,27.977238,-14.085176,21.3626,21.6456,18.3258,0.81860000,0.81040000,0.83390000,0.84710002,11.1273,8.13220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,27.973625000000002,-14.086502777777778,,,,,,,,,,,,,,,,,,140,F6-19,27.973625,-14.0865027778,22.42,0.56,0.70,0.38,0.85,0.8412,0.8410,0.8413,0,G038224,27.973704,-14.086574,22.4919,22.4757,20.0877,0.82140000,0.77820000,0.83730000,0.84119999,9.93507,8.83466,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5246,0.6408,25.506388
212,27.964750000000002,-14.076572222222222,,,,,,,,,,,,,,,,,,141,F6-21,27.96475,-14.0765722222,21.52,1.18,1.07,0.69,0.85,0.8418,0.8414,0.8422,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,27.9635,-14.078977777777778,,,,,,,,,,,,,,,,,,142,F6-22,27.9635,-14.0789777778,21.50,1.25,1.07,0.76,0.88,0.8412,0.8404,0.8419,0,G039344,27.963580,-14.079056,21.5291,21.5274,18.5323,0.82280000,0.81540000,0.83060000,0.84119999,10.8279,35.7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,27.949833333333334,-14.084613888888889,,,,,,,,,,,,,,,,,,145,F6-28,27.9498333333,-14.0846138889,21.13,0.95,1.05,0.71,0.86,0.8404,0.8399,0.8409,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1549,1.1122,26.119527
215,27.942208333333333,-14.223552777777778,,,,,,,,,,,,,,,,,,152,F7-10,27.9422083333,-14.2235527778,21.33,0.55,0.68,0.40,0.86,0.8628,0.8627,0.8628,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,27.942208333333333,-14.207522222222222,,,,,,,,,,,,,,,,,,153,F7-11,27.9422083333,-14.2075222222,20.99,0.53,0.71,0.41,0.87,0.8625,0.8620,0.8631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,27.934791666666669,-14.224841666666666,,,,,,,,,,,,,,,,,,155,F7-13,27.9347916667,-14.2248416667,21.15,0.59,0.80,0.55,0.90,0.8206,0.8190,0.8215,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,27.930416666666666,-14.228041666666666,,,,,,,,,,,,,,,,,,156,F7-15,27.9304166667,-14.2280416667,22.63,0.56,0.60,0.35,0.84,0.8463,0.8462,0.8464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,27.913208333333333,-14.235952777777777,,,,,,,,,,,,,,,,,,162,F7-22,27.9132083333,-14.2359527778,21.73,1.01,0.89,0.64,0.87,0.8148,0.8146,0.8149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,27.906750000000002,-14.21195,,,,,,,,,,,,,,,,,,164,F7-25,27.90675,-14.21195,22.69,0.44,0.51,0.32,0.97,0.8648,0.8647,0.8649,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,27.891249999999999,-14.190830555555555,,,,,,,,,,,,,,,,,,168,F7-34,27.89125,-14.1908305556,21.60,0.84,0.98,0.66,0.87,0.8642,0.8636,0.8648,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7364,1.9653,
222,27.884666666666664,-14.189550000000001,,,,,,,,,,,,,,,,,,170,F7-36,27.8846666667,-14.18955,22.19,0.72,0.91,0.56,0.86,0.8679,0.8677,0.8682,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,28.202125000000002,-14.12265,,,,,,,,,,,,,,,,,,184,F8-30,28.202125,-14.12265,22.81,0.46,0.55,0.28,0.90,0.835,0.8349,0.8350,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1947,0.4113,24.878387
224,27.956179,-14.156520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G024403,27.956179,-14.156520,22.1946,22.2095,19.7183,0.84840000,0.83410000,0.87920000,0.85575998,9.81241,8.06895,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1067,0.3105,25.63166
225,27.989012,-14.153141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G025070,27.989012,-14.153141,21.8230,21.8533,19.2425,0.84080000,0.81620000,0.86240000,0.85878998,10.1157,5.05183,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2723,0.3315,25.05232
226,27.992221,-14.152610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G025342,27.992221,-14.152610,20.5732,20.6913,17.8841,0.84720000,0.83080000,0.86280000,0.8574,11.1056,4.35833,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5000,0.2264,23.745568
227,27.994853,-14.153020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G025310,27.994853,-14.153020,21.3346,21.5426,18.5708,0.85680000,0.84590000,0.86800000,0.85478002,10.7156,4.08981,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4505,0.3812,25.561791
228,27.973266,-14.145633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G026426,27.973266,-14.145633,22.8671,22.8809,21.0776,0.85780000,0.84960000,0.86780000,0.84852999,9.31592,4.39440,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8312,0.2634,24.270549
229,28.079127,-14.142522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G027251,28.079127,-14.142522,21.6920,21.8356,19.4443,0.87300000,0.85200000,0.89360000,0.84138,10.0890,2.63900,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3871,0.2796,24.101466
230,28.167684,-14.140836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G027699,28.167684,-14.140836,20.3869,20.5352,17.5368,0.85970000,0.85110000,0.86500000,0.86256999,11.3622,5.30613,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8636,0.6654,-99.0
231,28.085181,-14.138197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G027947,28.085181,-14.138197,22.8995,22.9386,19.7755,0.86070000,0.84680000,0.87360000,0.85694999,10.1579,2.26049,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7258,1.6396,26.910083
232,28.045628,-14.138791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G028004,28.045628,-14.138791,20.8178,20.8948,17.8552,0.85720000,0.85090000,0.86050000,0.85658997,10.8541,2.63616,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7871,0.4873,
233,28.043078,-14.137124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G028205,28.043078,-14.137124,21.4604,21.4882,18.3943,0.82910000,0.81790000,0.84150000,0.85680997,10.6081,1.86907,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0400,0.9739,26.974603
234,28.081751,-14.135047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G028464,28.081751,-14.135047,23.1245,23.1183,20.6091,0.84270000,0.82220000,0.86480000,0.83964998,9.54949,2.24096,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1311,0.6173,26.485195
235,28.190043,-14.129816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G029492,28.190043,-14.129816,22.9311,22.9490,21.7751,0.86600000,0.85540000,0.87490000,0.85391003,9.21126,6.14357,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8587,0.2383,24.398016
236,27.947419,-14.126204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G030278,27.947419,-14.126204,22.2747,22.2826,20.0566,0.85930000,0.85020000,0.86860000,0.85434002,9.82184,4.56056,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9366,0.2878,25.001314
237,27.995624,-14.125120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G030489,27.995624,-14.125120,22.3161,22.3567,19.4573,0.88270000,0.86640000,0.89880000,0.85387999,10.0600,3.93931,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6931,0.4068,26.187213
238,27.973131,-14.118056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G031835,27.973131,-14.118056,22.4862,22.4809,20.1276,0.88800000,0.87190000,0.90270000,0.85986,9.88680,1.65631,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4921,0.3607,25.732796
239,28.200215,-14.107424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G033724,28.200215,-14.107424,23.1521,23.1309,20.3450,0.84660000,0.82510000,0.86230000,0.84337997,9.57905,2.97277,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9442,0.5297,25.77923
240,28.095750,-14.100782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G035134,28.095750,-14.100782,22.9049,23.0852,21.1830,0.86890000,0.85680000,0.88220000,0.85683,9.44647,0.994662,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9610,0.3604,24.704137
241,28.110160,-14.099410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G035400,28.110160,-14.099410,22.2840,22.3507,19.6484,0.87650000,0.85010000,0.91600000,0.84316999,9.90418,1.32328,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9715,0.2608,25.400362
242,28.029755,-14.094936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G036395,28.029755,-14.094936,21.2655,21.4386,18.8012,0.82060000,0.80500000,0.83440000,0.83655,10.1654,5.50761,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8611,0.3063,23.836771
243,28.129635,-14.092313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G036768,28.129635,-14.092313,22.3608,22.4251,20.0792,0.86800000,0.85690000,0.87870000,0.86861998,9.68933,2.43031,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6385,0.2278,24.0162
244,28.173350,-14.092475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G036874,28.173350,-14.092475,21.5124,21.6122,18.3450,0.84760000,0.83240000,0.86630000,0.83161002,10.7118,26.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2600,0.2959,25.296004
245,28.151567,-14.089537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G037277,28.151567,-14.089537,22.5557,22.6266,20.9422,0.81880000,0.81010000,0.82940000,0.83507001,9.24556,12.9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4704,0.2663,23.950527
246,28.160223,-14.081116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G038937,28.160223,-14.081116,22.2269,22.2523,19.1885,0.85980000,0.83940000,0.87470000,0.84583002,9.97299,7.77169,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9914,0.3648,24.766017
247,28.151524,-14.062776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G042317,28.151524,-14.062776,22.5162,22.5355,19.6638,0.83470000,0.82490000,0.84740000,0.83938003,9.84509,4.14998,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4984,0.4642,-99.0
248,28.281471,-14.060035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G042815,28.281471,-14.060035,21.4017,21.4537,18.1789,0.82970000,0.81210000,0.84370000,0.83271003,10.9212,1.54582,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7548,1.5882,
249,28.177422,-14.048164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G044813,28.177422,-14.048164,22.9439,22.9495,20.1404,0.81690000,0.80590000,0.82790000,0.84513998,9.65539,4.63067,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3274,0.3407,25.298562
250,28.118199,-14.041846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G046005,28.118199,-14.041846,21.3696,21.4282,18.1709,0.79270000,0.77510000,0.81460000,0.8319,10.9623,1.55548,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0001,0.4793,-99.0
251,28.207339,-14.034692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G047214,28.207339,-14.034692,23.0501,23.0655,99.0000,0.84640000,0.84030000,0.85000000,0.84060001,9.15791,4.51584,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1296,0.5310,24.281643
252,28.190827,-14.025785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G048800,28.190827,-14.025785,22.1943,22.3436,19.3509,0.82430000,0.81150000,0.83550000,0.83626002,10.1421,89.5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7879,0.3393,-99.0
253,28.186463,-14.024995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G048881,28.186463,-14.024995,22.3254,22.3742,99.0000,0.82830000,0.82510000,0.83780000,0.83722001,9.52491,60.7395,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6471,0.1727,24.300144
254,28.104552,-14.022015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G049620,28.104552,-14.022015,20.9304,21.1252,18.0969,0.82560000,0.81100000,0.84070000,0.84116,10.8328,1.38464,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7160,0.1717,25.380084
255,28.100314,-14.020494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G049707,28.100314,-14.020494,22.1610,22.1658,19.3338,0.77860000,0.70350000,0.97500000,0.84579998,10.4090,1.94952,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0974,0.4106,-99.0
256,28.149614,-14.019238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G049930,28.149614,-14.019238,21.3599,21.3919,18.3141,0.79140000,0.77400000,0.80930000,0.82679999,10.8049,5.73452,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7570,0.7308,28.955952
257,28.205408,-14.014671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G050708,28.205408,-14.014671,21.8879,21.9604,19.6184,0.85680000,0.85030000,0.86350000,0.84742999,9.97525,6.92021,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7666,0.2232,24.937538
258,28.207903,-14.012311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G051036,28.207903,-14.012311,21.9530,22.1084,18.4825,0.86170000,0.84900000,0.87340000,0.84601998,10.8576,3.75059,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5772,0.5555,27.794843
259,28.216422,-14.011641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G051318,28.216422,-14.011641,21.8881,21.9549,19.3803,0.85420000,0.84130000,0.86840000,0.84658003,9.98368,7.41179,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5829,0.2050,24.586246
260,28.167363,-14.010780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G051450,28.167363,-14.010780,22.1828,22.2179,18.7081,0.87340000,0.85140000,0.88980000,0.86467999,10.7467,3.78675,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2808,0.3614,27.603149
261,28.179848,-14.009785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G051612,28.179848,-14.009785,23.1103,23.1176,19.8178,0.83670000,0.82650000,0.84470000,0.83655,9.54270,9.74930,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3594,0.2283,25.781405
262,28.204828,-14.006661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G052025,28.204828,-14.006661,23.0160,22.9860,19.9188,0.83360000,0.82030000,0.84980000,0.84614998,9.87247,17.1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4923,0.5662,28.703026
263,28.097525,-14.003121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G053250,28.097525,-14.003121,20.4214,20.9947,17.8796,0.84990000,0.82970000,0.86500000,0.82999998,11.3368,1.81426,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0595,0.1964,23.9017
264,28.206596,-13.995127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G054127,28.206596,-13.995127,23.2832,23.2723,21.8111,0.82270000,0.81550000,0.82970000,0.83947003,9.13778,19.0732,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6869,0.3438,25.083153
265,28.232817,-13.997917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G054289,28.232817,-13.997917,20.5160,20.9502,17.5406,0.84360000,0.78660000,0.90430000,0.83759999,11.1927,5.98600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,28.127450,-13.993345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G054545,28.127450,-13.993345,22.2436,22.2694,18.9720,0.84000000,0.79110000,0.87420000,0.82590002,10.4574,2.72134,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9500,0.4728,-99.0
267,28.259488,-13.993341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G054874,28.259488,-13.993341,20.4504,20.6709,17.2531,0.79340000,0.78230000,0.80440000,0.847,11.3442,4.82953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,28.174871,-13.989929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G055121,28.174871,-13.989929,22.1851,22.3478,19.2104,0.85010000,0.82890000,0.86220000,0.84570003,10.4072,11.1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9860,0.3194,26.119706
269,28.176263,-13.988999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G055361,28.176263,-13.988999,22.2760,22.3018,20.1252,0.84310000,0.83680000,0.84950000,0.84377998,9.39336,10.3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0782,0.1235,23.815518
270,28.239191,-13.986855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G055739,28.239191,-13.986855,21.7289,21.8130,19.8557,0.81160000,0.80510000,0.81860000,0.83829999,9.65187,8.69754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,28.233692,-13.987334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G055841,28.233692,-13.987334,22.1516,22.3623,19.2854,0.82690000,0.81170000,0.83960000,0.84824997,10.0765,18.4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,28.212027,-13.984191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G056236,28.212027,-13.984191,22.4875,22.6232,19.7083,0.79820000,0.77190000,0.83320000,0.84075999,10.2441,16.9467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,28.170943,-13.980595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G056840,28.170943,-13.980595,22.7842,22.9266,20.8143,0.80580000,0.79590000,0.81500000,0.81968999,9.41544,67.9197,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6477,0.1630,24.069323
274,28.197205,-13.978383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G057197,28.197205,-13.978383,22.8466,22.8536,20.5385,0.82490000,0.81820000,0.83020000,0.83611,9.22941,24.5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8935,0.2119,24.154015
275,28.244470,-13.977897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G057273,28.244470,-13.977897,22.6893,22.6652,19.5673,0.87840000,0.85240000,0.89890000,0.84170002,10.0320,7.14058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,28.152551,-13.977445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G057392,28.152551,-13.977445,22.3491,22.3471,19.5166,0.81840000,0.80930000,0.82740000,0.81885999,9.70935,22.0803,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8829,0.1779,24.328543
277,28.170188,-13.974978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058072,28.170188,-13.974978,21.4862,21.7105,18.6560,0.82590000,0.80310000,0.84650000,0.83139998,10.7388,259.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0200,0.9328,
278,28.167495,-13.973738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058111,28.167495,-13.973738,22.4883,22.5248,19.2377,0.80680000,0.79720000,0.81820000,0.82810003,10.7667,255.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,28.164111,-13.974443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058197,28.164111,-13.974443,21.4185,22.5779,19.5813,0.81680000,0.78350000,0.86760000,0.82270002,10.8734,164.730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,28.164450,-13.973751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058259,28.164450,-13.973751,22.3052,22.6765,19.4309,0.82900000,0.78540000,0.96990000,0.86631,10.6513,273.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8896,0.5427,26.387675
281,28.169340,-13.972611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058404,28.169340,-13.972611,22.5001,22.5110,19.5326,0.81620000,0.80330000,0.83130000,0.82859999,10.1703,253.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,28.194573,-13.971884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058477,28.194573,-13.971884,22.3118,22.3190,19.2075,0.75880000,0.72630000,0.83160000,0.84179997,10.3642,9.55904,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7703,0.4749,27.445195
283,28.168907,-13.971613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058603,28.168907,-13.971613,22.4099,22.5198,20.1728,0.83010000,0.80590000,0.86880000,0.82590002,10.0457,176.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3955,0.2247,25.132448
284,28.183095,-13.971449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G058650,28.183095,-13.971449,22.8446,22.8539,19.4608,0.85300000,0.81140000,0.89240000,0.8294,10.2524,28.1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,28.184529,-13.968906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059032,28.184529,-13.968906,22.6638,22.6237,19.4706,0.86270000,0.83790000,0.89920000,0.84060001,10.5476,38.5771,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5321,1.1966,
286,28.193979,-13.969488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059013,28.193979,-13.969488,21.7568,21.7564,18.5229,0.80280000,0.78620000,0.81810000,0.83960003,10.4944,12.1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3364,1.1665,
287,28.174266,-13.969363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G059142,28.174266,-13.969363,21.9799,22.0032,18.6974,0.82970000,0.82520000,0.83800000,0.82489997,10.7675,67.9606,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9198,1.4390,
