,RA_DBTP,DEC_DBTP,ID_B,RA_B,DEC_B,F775W_B,F775W_GALFIT_B,Re_B,nSer_B,Morph_B,ba_B,B_B,sigma_B,r_i_B,e_r_i_B,i_z_B,e_i_z_B,r_z_B,e_r_z_B,nm_col_T,ID_T,RA_T,DEC_T,zmag_T,VRc_T,Rci_T,i_z_T,zph_T,zsp_T,Zspmin_T,zpsmax_T,zconf_T,ID_P,RA_P,DEC_P,zmag_auto_P,zmag_col_P,Ks_col_P,z50_P,z025_z_P,z975_P,zspec_P,lmass_P,density_P,ID_D,RA_D,DEC_D,Z_D,EL_D,TYPE_D,AUTO_R_D,ERR_AUTO_R_D,AP_R_D,ERR_AP_R_D,AUTO_I_D,ERR_AUTO_I_D,AP_I_D,ERR_AP_I_D,AUTO_Z_D,ERR_AUTO_Z_D,AP_Z_D,ERR_AP_Z_D,AUTO_J_D,ERR_AUTO_J_D,AP_J_D,ERR_AP_J_D,AUTO_KS_D,ERR_AUTO_KS_D,AP_KS_D,ERR_AP_KS_D,STEL_MASS_D,U,U_err,NUV
0,28.17325,-14.00679,543.0,28.17325,-14.00679,22.29,22.13,0.96,2.4,3.0,0.41,0.447,0.017,1.28,0.026,0.641,0.016,1.921,0.021,,,,,,,,,,,,,,G052201,28.173233,-14.006804,21.7998,21.8722,18.7302,0.79750000,0.77090000,0.82610000,0.82480001,10.7038,10.1445,18,28.17325,-14.006792,0.8248,1,3,23.786,0.034,24.048,0.023,22.438,0.012,22.75,0.009,21.862,0.012,22.135,0.009,22.547,63844.953,23.308,0.0,20.359,0.700,20.902,0.0,nan,27.0450,0.9726,
1,28.18989,-14.00385,1694.0,28.18989,-14.00385,22.08,22.36,0.5,0.79,3.0,0.62,0.256,-0.027,1.178,0.028,0.486,0.019,1.663,0.026,,,,,,,,,,,,,,G052753,28.189857,-14.003882,21.6959,21.7990,18.5832,0.79880000,0.79000000,0.80940000,0.84359998,10.5020,8.53842,47,28.189893,-14.003847,0.8436,1,3,23.197,0.018,23.496,0.014,22.244,0.009,22.49,0.007,21.804,0.011,22.03,0.008,21.312,0.069,21.331,0.08,20.471,0.067,20.266,0.065,6.3E10,24.3403,0.2413,25.767237
2,28.1747,-13.99799,1142.0,28.1747,-13.99799,21.31,21.4,0.56,4.0,-5.0,0.82,0.1,0.105,1.275,0.018,0.695,0.01,1.97,0.01,,,,,,,,,,,,,,G054081,28.174692,-13.998043,20.7010,20.9674,17.8291,0.82170000,0.80730000,0.83640000,0.82529998,10.9922,29.7792,85,28.174701,-13.997986,0.8258,0,-5,22.629,0.016,23.128,0.01,21.448,0.007,21.894,0.004,20.797,0.006,21.23,0.004,20.343,0.047,20.57,0.058,19.515,0.039,19.724,0.049,1.4E11,26.3197,0.6547,27.892746
3,28.17957,-14.00009,1358.0,28.17957,-14.00009,22.61,22.42,0.49,2.51,-1.0,0.75,0.217,-0.012,1.209,0.029,0.59,0.02,1.799,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,97,28.179573,-14.000095,0.8288,0,-1,23.986,0.028,24.022,0.023,22.797,0.011,22.837,0.009,22.252,0.012,22.285,0.01,21.962,0.098,21.687,0.099,21.213,0.086,20.919,0.085,1.6E10,27.4720,1.0813,
4,28.17166,-13.99879,950.0,28.17166,-13.99879,22.7,22.73,0.27,3.08,-1.0,0.43,0.123,0.059,1.26,0.032,0.654,0.025,1.914,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,113,28.171657,-13.998786,0.8237,0,-1,24.083,0.024,24.088,0.024,22.877,0.009,22.861,0.01,22.28,0.009,22.249,0.009,22.204,0.107,21.643,0.095,21.477,0.096,20.936,0.085,1.5E10,26.8886,0.9770,26.022097
5,28.17456,-13.9973,1264.0,28.17456,-13.9973,22.95,23.06,0.14,4.0,-5.0,0.47,0.1,0.111,1.297,0.036,0.658,0.029,1.955,0.041,,,,,,,,,,,,,,G053750,28.174557,-13.997365,22.1566,22.2206,19.0624,0.80430000,0.78890000,0.82000000,0.82560003,10.3118,8.76647,129,28.174559,-13.997303,0.8256,0,-5,24.31,0.029,24.281,0.029,23.101,0.012,23.072,0.012,22.515,0.012,22.474,0.012,22.259,0.115,21.758,0.105,21.58,0.105,21.183,0.102,1.3E10,26.3223,0.5796,26.393593
6,28.21666,-13.97119,3941.0,28.21666,-13.97119,20.71,20.79,1.41,4.0,-5.0,0.8,0.263,0.104,1.284,0.017,0.711,0.01,1.994,0.01,,,,,,,,,,,,,,G058984,28.216614,-13.970779,20.5417,20.7106,17.4621,0.82180000,0.81150000,0.83190000,0.84729999,11.4074,246.408,1501,28.21666,-13.970745,0.8473,0,-1,22.475,0.013,22.852,0.008,21.27,0.005,21.68,0.003,20.603,0.005,21.011,0.003,20.112,0.041,20.312,0.051,19.244,0.034,19.444,0.043,1.9E11,25.6382,1.0550,25.928014
7,28.1817,-13.99381,1895.0,28.1817,-13.99381,22.64,22.72,0.4,4.0,0.0,0.7,0.35,-0.012,1.058,0.032,0.494,0.024,1.552,0.033,,,,,,,,,,,,,,G054474,28.181673,-13.993867,21.9783,22.2450,19.3007,0.85310000,0.82650000,0.86970000,0.8427,10.4213,6.76789,177,28.181701,-13.993814,0.8427,0,0,23.889,0.029,24.047,0.023,22.797,0.013,22.929,0.01,22.342,0.015,22.456,0.011,22.05,0.102,21.888,0.108,21.441,0.1,21.281,0.104,1.3E10,26.0456,0.5078,28.222776
8,28.1974,-13.99036,3055.0,28.1974,-13.99036,20.92,20.55,2.72,4.0,1.0,0.5,0.395,0.055,1.323,0.017,0.716,0.01,2.039,0.01,,,,,,,,,,,,,,G055868,28.197362,-13.990398,20.3409,20.7685,17.3957,0.81760000,0.81050000,0.82700000,0.83859998,11.4236,19.8176,204,28.197403,-13.990356,0.8386,1,1,22.227,0.015,23.286,0.012,21.025,0.006,21.993,0.004,20.378,0.006,21.256,0.004,19.827,0.036,20.345,0.052,19.022,0.032,19.453,0.043,2.4E11,25.5207,0.4634,26.797363
9,28.16637,-13.988,1290.0,28.16637,-13.988,22.4,22.68,0.43,2.42,3.0,0.67,0.415,0.116,0.717,0.032,0.31,0.024,1.027,0.033,,,,,,,,,,,,,,G055432,28.166076,-13.987810,22.6942,22.7146,19.9755,0.73140000,0.72330000,0.73940000,0.84740001,9.95674,0.865731,267,28.166478,-13.988434,0.8443,1,3,23.625,0.033,24.274,0.029,22.687,0.017,23.165,0.013,22.134,0.018,22.455,0.012,21.532,0.084,21.646,0.098,20.824,0.074,20.929,0.086,5.3E10,24.5120,0.2352,25.15703
10,28.17909,-13.9906,1965.0,28.17909,-13.9906,23.43,23.44,0.27,2.29,-2.0,0.5,0.127,-0.027,1.201,0.04,0.624,0.035,1.825,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,28.16118,-13.9889,946.0,28.16118,-13.9889,22.62,22.64,0.29,2.66,-2.0,0.65,0.087,0.102,1.27,0.031,0.733,0.023,2.003,0.032,,,,,,,,,,,,,,G055335,28.161189,-13.988956,22.0243,22.0563,18.8067,0.81810000,0.80950000,0.82730000,0.8351,10.7530,10.6130,241,28.161179,-13.988903,0.8354,0,-2,23.965,0.025,24.006,0.023,22.778,0.01,22.793,0.009,22.084,0.01,22.09,0.008,21.765,0.088,21.439,0.086,20.97,0.078,20.666,0.076,3.8E10,27.4761,1.0876,
12,28.20164,-13.9891,3616.0,28.20164,-13.9891,22.3,22.28,0.31,3.87,-4.0,0.61,0.085,0.027,1.266,0.027,0.763,0.018,2.029,0.024,,,,,,,,,,,,,,G055322,28.201604,-13.989158,21.6592,21.7187,18.5703,0.82260000,0.80560000,0.83950000,0.84719998,10.5793,30.2148,248,28.201639,-13.989103,0.8472,1,-4,23.628,0.02,23.659,0.016,22.461,0.008,22.501,0.007,21.729,0.007,21.764,0.006,21.427,0.076,21.175,0.077,20.63,0.066,20.392,0.067,5.8E10,26.7635,1.0113,-99.0
13,28.20619,-13.97524,5292.0,28.20619,-13.97524,21.69,21.55,0.57,4.0,-1.0,0.51,0.24,0.079,1.331,0.014,0.794,0.013,2.124,0.008,,,,,,,,,,,,,,G058035,28.206144,-13.975269,21.0447,21.0961,17.6504,0.83430000,0.82120000,0.84740000,0.84310001,10.9803,35.5304,258,28.206189,-13.975236,0.843,0,-1,23.14,0.01,23.268,0.008,21.851,0.004,21.972,0.003,21.067,0.003,21.195,0.003,20.641,0.052,20.475,0.055,19.658,0.042,19.496,0.044,2.0E11,,,
14,28.16648,-13.98843,1309.0,28.16648,-13.98843,22.64,23.01,0.35,1.67,3.0,0.97,0.129,0.118,1.184,0.035,0.701,0.029,1.885,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,267,28.166478,-13.988434,0.8443,1,3,23.625,0.033,24.274,0.029,22.687,0.017,23.165,0.013,22.134,0.018,22.455,0.012,21.532,0.084,21.646,0.098,20.824,0.074,20.929,0.086,5.3E10,24.9138,0.3096,25.15703
15,28.16569,-13.98716,1341.0,28.16569,-13.98716,22.16,22.97,0.76,1.79,8.0,0.31,0.279,0.118,1.181,0.035,0.747,0.028,1.929,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,270,28.1656894,-13.9871579,0.845,1,4,23.349,0.031,24.279,0.03,22.151,0.012,23.089,0.012,21.665,0.013,22.429,0.011,21.04,0.069,21.459,0.091,20.027,0.053,20.272,0.064,8.2E10,,,
16,28.14912,-13.98617,375.0,28.14912,-13.98617,22.75,22.55,0.35,4.0,-5.0,0.92,0.093,-0.053,1.166,0.07,0.663,0.015,1.829,0.068,,,,,,,,,,,,,,G055842,28.149181,-13.986225,22.3002,22.2877,19.0133,0.82480000,0.80420000,0.84440000,0.83569998,10.7006,10.6091,291,28.149121,-13.98617,0.8357,0,-5,24.082,0.019,24.078,0.017,22.93,0.008,22.914,0.007,22.274,0.007,22.261,0.007,21.958,0.096,21.601,0.093,21.081,0.081,20.731,0.078,3.3E10,24.7823,0.2685,27.567645
17,28.16418,-13.98438,1355.0,28.16418,-13.98438,21.54,22.26,0.47,0.83,3.0,0.69,0.191,0.12,0.876,0.027,0.308,0.018,1.184,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,295,28.164179,-13.984382,0.837,1,3,22.461,0.011,23.015,0.009,21.635,0.006,22.184,0.005,21.367,0.009,21.875,0.006,21.049,0.064,21.216,0.078,20.576,0.066,20.733,0.078,3.4E10,23.5380,0.1520,24.582745
18,28.18247,-13.98364,2570.0,28.18247,-13.98364,20.36,20.71,0.0,3.99,11.0,0.47,1.011,-0.019,-0.244,0.017,0.057,0.01,-0.187,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,300,28.182467,-13.983639,0.8201,2,1,20.482,0.002,20.511,0.001,20.476,0.002,20.59,0.002,20.279,0.003,20.438,0.002,20.46,0.048,20.38,0.053,19.962,0.048,19.913,0.053,8.7E9,20.4934,0.0378,20.850776
19,28.20723,-13.97437,5087.0,28.20723,-13.97437,21.85,21.53,1.46,4.0,4.0,0.43,0.509,0.087,1.1,0.028,0.676,0.02,1.776,0.008,,,,,,,,,,,,,,G058049,28.207189,-13.974420,21.4038,21.4933,18.1880,0.83850000,0.82730000,0.84860000,0.85390002,11.1099,35.7285,306,28.207234,-13.974375,0.8539,1,4,23.074,0.014,23.558,0.01,22.023,0.006,22.448,0.005,21.381,0.006,21.747,0.004,20.882,0.058,20.999,0.07,20.004,0.05,20.061,0.057,1.1E11,25.0770,0.6986,25.387058
20,28.16765,-13.98284,1693.0,28.16765,-13.98284,22.22,22.52,0.34,1.23,8.0,0.55,0.414,0.034,0.18,0.03,0.093,0.021,0.274,0.029,,,,,,,,,,,,,,G056443,28.167700,-13.982908,22.2214,22.2382,20.3515,0.82210000,0.81580000,0.82560000,0.8247,9.17826,29.8945,327,28.167655,-13.982839,0.8247,1,8,22.701,0.009,22.745,0.007,22.404,0.008,22.477,0.007,22.32,0.013,22.375,0.011,22.601,0.13,22.324,0.13,22.499,0.151,22.261,0.153,2.2E9,22.5966,0.0979,22.70757
21,28.16537,-13.98219,1571.0,28.16537,-13.98219,21.95,21.95,0.36,4.0,-2.0,0.75,0.091,0.051,1.227,0.04,0.646,0.016,1.873,0.024,,,,,,,,,,,,,,G056635,28.165384,-13.982246,21.5060,21.5321,18.3911,0.78080000,0.76330000,0.80270000,0.83219999,10.7336,28.6351,332,28.165374,-13.982192,0.8322,0,-2,23.274,0.012,23.407,0.009,22.114,0.005,22.233,0.004,21.499,0.005,21.614,0.004,21.185,0.067,21.023,0.071,20.405,0.059,20.252,0.062,5.1E10,26.8314,0.8555,26.909112
22,28.15847,-13.98181,1217.0,28.15847,-13.98181,22.33,22.38,0.22,4.0,-5.0,0.78,0.048,0.076,1.273,0.055,0.673,0.033,1.947,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,344,28.158474,-13.981814,0.8249,0,-5,23.702,0.015,23.729,0.012,22.491,0.006,22.526,0.005,21.864,0.006,21.887,0.005,21.593,0.082,21.297,0.081,20.829,0.071,20.54,0.07,3.9E10,26.6124,0.8287,-99.0
23,28.16105,-13.98176,1411.0,28.16105,-13.98176,22.56,22.56,0.13,4.0,-5.0,0.94,0.064,0.092,0.888,0.026,0.445,0.016,1.332,0.021,,,,,,,,,,,,,,G056641,28.161058,-13.981813,22.1985,22.1945,19.6561,0.84780000,0.83970000,0.85540000,0.84630001,9.99723,27.5582,347,28.161051,-13.981764,0.8463,1,-5,23.624,0.009,23.552,0.011,22.719,0.005,22.648,0.006,22.294,0.006,22.218,0.006,22.369,0.116,21.761,0.1,21.801,0.113,21.187,0.097,1.1E10,24.6425,0.2563,25.275885
24,28.17186,-13.97858,2263.0,28.17186,-13.97858,22.2,23.01,0.43,3.18,0.0,0.54,0.167,0.021,1.013,0.035,0.532,0.029,1.545,0.04,,,,,,,,,,,,,,G057691,28.171832,-13.978498,21.4918,21.6779,18.4855,0.78670000,0.77300000,0.80410000,0.83789998,10.6044,46.4545,377,28.171864,-13.978583,0.8379,1,0,23.299,0.021,23.579,0.016,22.359,0.011,22.629,0.008,21.902,0.012,22.146,0.009,21.409,0.076,21.416,0.086,20.569,0.064,20.534,0.071,6.0E10,24.3415,0.2274,26.182499
25,28.1734,-13.97881,2376.0,28.1734,-13.97881,22.15,22.32,0.22,1.39,-2.0,0.39,0.082,0.028,0.162,0.028,0.163,0.018,0.325,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9665,0.1863,24.625174
26,28.16528,-13.9739,1808.0,28.16528,-13.9739,20.81,20.44,2.19,3.08,-5.0,0.78,0.063,0.154,1.289,0.017,0.727,0.017,2.015,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,387,28.165283,-13.973899,0.8293,0,-5,22.91,0.009,23.299,0.008,21.626,0.004,21.987,0.003,20.87,0.003,21.259,0.003,20.468,0.051,20.383,0.055,19.636,0.044,19.583,0.047,1.7E11,25.6776,0.5471,27.337908
27,28.1558,-13.97585,1439.0,28.1558,-13.97585,22.6,22.81,0.62,0.52,3.0,0.52,0.292,-0.018,1.02,0.024,0.484,0.018,1.504,0.025,,,,,,,,,,,,,,G057699,28.155850,-13.975896,22.3507,22.3985,19.2338,0.85790000,0.84290000,0.86930000,0.83289999,10.1769,27.9695,394,28.155802,-13.975849,0.8329,1,3,23.811,0.022,24.019,0.016,22.781,0.011,22.976,0.007,22.359,0.012,22.573,0.009,22.014,0.1,21.901,0.106,21.253,0.089,21.201,0.097,1.6E10,25.5546,0.4020,27.738453
28,28.1467,-13.97776,748.0,28.1467,-13.97776,23.4,23.38,0.26,3.32,0.0,0.4,0.113,0.063,1.182,0.04,0.7,0.034,1.883,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,396,28.146701,-13.977757,0.828,0,0,24.73,0.035,24.687,0.042,23.575,0.015,23.527,0.017,22.968,0.014,22.9,0.017,22.962,0.151,22.209,0.121,22.436,0.154,21.735,0.13,7.1E9,27.6267,1.2568,
29,28.16873,-13.97714,2185.0,28.16873,-13.97714,22.18,22.06,0.35,3.71,-2.0,0.63,0.124,0.079,1.27,0.018,0.715,0.011,1.985,0.018,,,,,,,,,,,,,,G057486,28.168728,-13.977179,21.7102,21.7051,18.4783,0.82730000,0.81560000,0.83930000,0.83139998,10.5314,145.291,397,28.168728,-13.977136,0.8314,0,-2,23.606,0.012,23.603,0.011,22.35,0.005,22.357,0.004,21.681,0.004,21.679,0.004,21.422,0.074,21.052,0.071,20.599,0.064,20.256,0.061,6.0E10,27.1311,0.9902,
30,28.1469,-13.97567,899.0,28.1469,-13.97567,22.27,22.96,0.75,4.0,4.0,0.51,0.347,0.04,1.188,0.035,0.376,0.028,1.564,0.038,,,,,,,,,,,,,,G057990,28.146917,-13.975701,21.3425,21.5617,18.8588,0.82860000,0.81610000,0.83960000,0.83579999,10.4461,9.90223,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1084,0.2074,-99.0
31,28.17046,-13.97571,2375.0,28.17046,-13.97571,22.55,22.47,0.44,4.0,-4.0,0.62,0.072,0.081,1.251,0.021,0.632,0.015,1.883,0.02,,,,,,,,,,,,,,G057864,28.170459,-13.975746,22.0517,22.0968,18.9901,0.79270000,0.78800000,0.79930000,0.83130002,10.7479,211.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9579,0.5484,26.882665
32,28.16217,-13.97537,1826.0,28.16217,-13.97537,22.19,22.3,0.27,2.56,-4.0,0.69,0.092,0.055,1.345,0.058,0.773,0.02,2.117,0.039,,,,,,,,,,,,,,G057835,28.162192,-13.975412,21.4952,21.5954,18.3095,0.85540000,0.83280000,0.87060000,0.82990003,10.8389,46.6746,418,28.162169,-13.975366,0.8299,0,-4,23.66,0.015,23.722,0.012,22.345,0.005,22.41,0.004,21.625,0.005,21.685,0.004,21.261,0.07,20.994,0.07,20.396,0.059,20.135,0.059,9.6E10,,,
33,28.22021,-13.97315,3896.0,28.22021,-13.97315,22.0,22.01,0.65,4.0,-4.0,0.79,0.316,0.052,1.308,0.024,0.634,0.014,1.941,0.019,,,,,,,,,,,,,,G058368,28.220156,-13.973188,21.4454,21.5889,18.4863,0.81300000,0.78790000,0.84950000,0.8524,10.7275,65.5690,432,28.220205,-13.973153,0.8526,0,-4,23.491,0.027,23.78,0.018,22.194,0.01,22.525,0.007,21.558,0.009,21.885,0.007,21.08,0.064,21.165,0.076,20.453,0.061,20.453,0.068,6.3E10,27.4288,2.2323,
34,28.16589,-13.97334,1859.0,28.16589,-13.97334,21.32,22.68,0.23,4.0,-4.0,0.65,0.053,0.159,1.313,0.022,0.76,0.025,2.073,0.023,,,,,,,,,,,,,,G058434,28.165903,-13.973387,21.3747,21.6907,18.3573,0.81300000,0.81020000,0.81970000,0.8294,11.1737,502.420,439,28.165894,-13.973339,0.8294,0,-4,22.763,0.03,24.012,0.016,21.527,0.012,22.729,0.006,20.963,0.012,22.032,0.005,20.211,0.051,21.246,0.08,19.556,0.049,20.408,0.068,1.4E11,,,
35,28.17977,-13.97275,3168.0,28.17977,-13.97275,21.76,21.55,0.58,3.7,-1.0,0.73,0.228,0.129,1.223,0.02,0.697,0.01,1.92,0.012,,,,,,,,,,,,,,G058537,28.179758,-13.972782,21.2741,21.3115,18.0612,0.81410000,0.80720000,0.81990000,0.82700002,11.1110,49.2893,445,28.179769,-13.972752,0.827,0,-1,23.123,0.014,23.249,0.011,21.928,0.006,22.058,0.005,21.279,0.005,21.385,0.004,21.02,0.062,20.805,0.064,20.225,0.054,20.028,0.056,6.5E10,25.6724,0.4492,26.265311
36,28.16807,-13.97296,2420.0,28.16807,-13.97296,22.81,22.97,0.16,2.13,-1.0,0.36,0.064,0.154,1.298,0.035,0.733,0.02,2.031,0.044,,,,,,,,,,,,,,G058300,28.168075,-13.973001,22.2003,22.2022,18.8962,0.81210000,0.78140000,0.82420000,0.82950002,10.4335,257.180,455,28.168072,-13.972959,0.8295,0,-1,24.218,0.015,24.15,0.018,22.969,0.006,22.893,0.007,22.3,0.006,22.222,0.006,22.285,0.112,21.563,0.092,21.413,0.094,20.79,0.08,1.4E10,,,
37,28.16315,-13.97209,2157.0,28.16315,-13.97209,22.92,22.93,0.2,3.48,-5.0,0.86,0.033,0.088,1.293,0.024,0.753,0.019,2.046,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6189,0.6681,26.495165
38,28.16931,-13.97072,2569.0,28.16931,-13.97072,21.66,21.54,0.62,4.0,-5.0,0.92,0.064,0.138,1.275,0.031,0.719,0.007,1.993,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,468,28.16931,-13.970718,0.8272,0,-5,22.984,0.016,23.373,0.01,21.789,0.006,22.122,0.004,21.078,0.006,21.426,0.004,20.559,0.05,20.678,0.06,19.757,0.044,19.881,0.052,1.2E11,27.3145,0.9248,
39,28.17425,-13.97032,3014.0,28.17425,-13.97032,22.26,22.23,0.28,3.81,0.0,0.34,0.096,0.176,1.273,0.019,0.678,0.012,1.951,0.017,,,,,,,,,,,,,,G058874,28.174239,-13.970355,21.7486,21.7392,18.5510,0.80410000,0.79080000,0.81880000,0.82779998,10.8064,62.5706,491,28.174246,-13.970323,0.8278,0,0,23.433,0.009,23.427,0.009,22.381,0.004,22.36,0.004,21.751,0.004,21.727,0.004,21.745,0.087,21.219,0.077,20.974,0.076,20.438,0.067,2.9E10,25.4970,0.3881,27.53583
40,28.16466,-13.96894,2412.0,28.16466,-13.96894,22.4,22.6,0.35,4.0,-5.0,0.85,0.095,0.108,1.137,0.022,0.668,0.022,1.805,0.022,,,,,,,,,,,,,,G059323,28.164424,-13.968457,21.6308,21.8361,18.6393,0.85440000,0.84010000,0.87320000,0.86699998,11.0207,82.2829,498,28.164663,-13.968937,0.8258,0,-5,23.608,0.023,23.97,0.016,22.467,0.01,22.845,0.007,21.9,0.01,22.228,0.007,21.36,0.073,21.494,0.088,20.774,0.071,20.929,0.085,3.6E10,26.4948,0.7502,27.510057
41,28.16441,-13.96842,2481.0,28.16441,-13.96842,22.55,22.61,0.32,4.0,-5.0,0.9,0.112,0.109,1.283,0.044,0.743,0.028,2.027,0.072,,,,,,,,,,,,,,G059323,28.164424,-13.968457,21.6308,21.8361,18.6393,0.85440000,0.84010000,0.87320000,0.86699998,11.0207,82.2829,509,28.164414,-13.968421,0.867,0,-5,23.886,0.022,24.037,0.017,22.682,0.009,22.818,0.007,21.985,0.008,22.092,0.006,21.577,0.082,21.412,0.086,20.713,0.07,20.567,0.073,5.4E10,24.3362,0.2245,-99.0
42,28.14917,-13.96888,1495.0,28.14917,-13.96888,22.67,22.74,0.14,3.07,-4.0,0.67,0.074,-0.019,1.195,0.032,0.56,0.025,1.754,0.034,,,,,,,,,,,,,,G059098,28.149215,-13.968929,22.1295,22.1764,19.3235,0.82910000,0.80930000,0.84830000,0.8362,10.2368,11.5656,511,28.14917,-13.968879,0.8362,0,-4,23.977,0.017,23.895,0.02,22.832,0.007,22.747,0.009,22.316,0.008,22.231,0.009,22.454,0.122,21.809,0.105,21.782,0.111,21.06,0.09,1.1E10,25.9467,0.6150,-99.0
43,28.16794,-13.96799,2747.0,28.16794,-13.96799,22.09,22.11,0.22,4.0,-5.0,0.92,0.034,0.138,1.264,0.018,0.729,0.011,1.993,0.015,,,,,,,,,,,,,,G059365,28.167941,-13.968031,21.5209,21.5334,18.3718,0.81690000,0.80660000,0.82680000,0.82749999,10.9260,119.483,513,28.167937,-13.967995,0.8275,0,-5,23.477,0.014,23.514,0.012,22.256,0.005,22.288,0.005,21.549,0.005,21.584,0.004,21.242,0.069,20.951,0.068,20.504,0.062,20.23,0.061,6.6E10,,,
44,28.21253,-13.9647,10653.0,28.21253,-13.9647,20.98,20.78,1.21,4.0,0.0,0.66,0.549,0.014,1.172,0.017,0.613,0.01,1.785,0.01,,,,,,,,,,,,,,G060248,28.212487,-13.964738,20.4620,20.7222,17.5953,0.84660000,0.83570000,0.86240000,0.83969998,11.2143,61.1482,543,28.212533,-13.964702,0.8397,0,0,22.322,0.012,22.842,0.008,21.151,0.005,21.65,0.003,20.581,0.005,21.025,0.003,20.092,0.04,20.319,0.051,19.267,0.035,19.453,0.043,1.4E11,24.4902,0.3241,27.278179
45,28.17434,-13.96599,3231.0,28.17434,-13.96599,22.23,22.42,0.27,2.08,-2.0,0.67,0.132,0.175,1.314,0.02,0.772,0.026,2.086,0.03,,,,,,,,,,,,,,G059766,28.174328,-13.966032,21.6226,21.6693,18.3184,0.81440000,0.81020000,0.82550000,0.84600002,10.9561,159.837,547,28.17434,-13.965987,0.846,0,-2,23.648,0.015,23.769,0.013,22.403,0.006,22.517,0.005,21.639,0.005,21.745,0.004,21.296,0.07,21.048,0.071,20.377,0.058,20.143,0.059,8.2E10,26.8322,1.0230,25.98906
46,28.17868,-13.96516,3727.0,28.17868,-13.96516,21.99,21.95,0.41,3.03,-4.0,0.69,0.096,0.146,1.27,0.037,0.713,0.019,1.983,0.018,,,,,,,,,,,,,,G059888,28.178650,-13.965198,21.4144,21.4540,18.2497,0.81770000,0.80360000,0.83790000,0.83710003,10.7272,74.2728,548,28.178678,-13.965159,0.8371,0,-4,23.334,0.012,23.446,0.009,22.146,0.005,22.243,0.004,21.454,0.004,21.55,0.004,21.084,0.064,20.879,0.066,20.292,0.056,20.092,0.057,7.3E10,25.4004,0.3789,-99.0
47,28.15092,-13.96337,1898.0,28.15092,-13.96337,21.53,21.63,0.55,4.0,1.0,0.54,0.347,-0.055,1.286,0.021,0.637,0.01,1.923,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,551,28.150916,-13.96337,0.8362,1,1,22.935,0.017,23.266,0.012,21.689,0.006,22.018,0.004,21.102,0.007,21.398,0.005,20.586,0.051,20.622,0.059,19.711,0.043,19.741,0.049,1.2E11,25.7132,0.4873,-99.0
48,28.16598,-13.96133,2958.0,28.16598,-13.96133,20.68,20.81,0.32,4.0,11.0,0.75,0.234,0.177,0.556,0.025,0.657,0.007,1.213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,557,28.165981,-13.961334,0.8672,2,3,21.564,0.003,21.65,0.002,20.84,0.002,20.985,0.001,20.227,0.002,20.379,0.001,19.534,0.032,19.384,0.033,18.555,0.025,18.404,0.026,3.4E11,22.9441,0.1153,24.026914
49,28.17657,-13.96385,3605.0,28.17657,-13.96385,21.94,22.24,0.29,3.28,-4.0,0.71,0.073,0.169,1.31,0.019,0.755,0.028,2.064,0.017,,,,,,,,,,,,,,G060342,28.176570,-13.963884,21.1113,21.4388,18.2118,0.81810000,0.80590000,0.83250000,0.84439999,11.0412,229.809,571,28.176572,-13.963851,0.8444,0,-4,23.251,0.018,23.632,0.011,22.02,0.007,22.383,0.004,21.286,0.006,21.642,0.004,20.849,0.058,20.938,0.068,20.051,0.051,20.138,0.059,1.0E11,26.9940,0.8903,-99.0
50,28.18124,-13.96508,6632.0,28.18124,-13.96508,24.47,24.73,0.21,0.92,8.0,0.42,0.398,0.113,-0.158,0.087,-0.174,0.106,-0.332,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9000,0.2973,28.437239
51,28.18388,-13.96286,6165.0,28.18388,-13.96286,22.34,22.31,0.33,3.27,-5.0,0.84,0.033,0.129,1.226,0.014,0.672,0.009,1.898,0.013,,,,,,,,,,,,,,G060343,28.183866,-13.962892,21.8049,21.8149,18.6512,0.82830000,0.81000000,0.84670000,0.83770001,10.7805,56.9713,595,28.183878,-13.962856,0.8377,0,-5,23.665,0.01,23.719,0.009,22.523,0.004,22.562,0.004,21.891,0.004,21.92,0.004,21.673,0.085,21.373,0.084,20.88,0.073,20.597,0.073,3.5E10,24.1585,0.2036,25.385249
