# ID           RA              DEC              zmag_auto     zmag_col      Ks_col        z50              z025             z975             zspec            lmass         density
G067671        28.190908       -13.924536       22.1137       22.1341       19.1259       0.85250000       0.85010000       0.85490000       -1.0000000       9.54182       5.14426
G067693        28.161220       -13.923939       22.8986       22.8824       19.7709       0.76210000       0.74570000       0.78990000       -1.0000000       10.0285       5.67508
G067741        28.362347       -13.924901       21.8675       22.3296       18.6744       0.84740000       0.83060000       0.86110000       -1.0000000       10.9970       8.33375
G067802        28.065452       -13.924833       20.2259       20.2467       18.2606       0.74870000       0.74520000       0.75460000       -1.0000000       10.7659       1.13120
G067798        28.439695       -13.922790       23.1107       23.1292       99.0000       0.69620000       0.68710000       0.70660000       -1.0000000       9.34041       1.53646
G067815        28.230219       -13.923668       22.8026       23.0887       19.4248       0.78230000       0.75810000       0.80450000       0.84091997       10.4660       4.14625
G067825        28.178222       -13.923236       22.3336       22.3304       19.4427       0.61040000       0.60000000       0.62530000       -1.0000000       9.56333       5.52606
G067871        28.196123       -13.922962       23.1311       23.0987       19.8628       0.78770000       0.77620000       0.79910000       -1.0000000       10.1412       8.48929
G067843        28.283206       -13.923014       23.0184       23.0245       20.4683       0.81560000       0.81000000       0.82340000       -1.0000000       9.65142       3.19187
G067858        28.265502       -13.923214       22.4887       22.5563       19.7895       0.70270000       0.69090000       0.71350000       -1.0000000       9.76726       2.55465
G067866        28.139713       -13.924372       21.8778       22.0662       19.4721       0.69250000       0.67610000       0.70660000       -1.0000000       9.89121       1.09627
G067974        28.330582       -13.925350       20.0433       20.4260       17.4557       0.61060000       0.60250000       0.61830000       -1.0000000       10.9307       6.71626
G067976        28.305043       -13.922992       21.8867       21.9004       18.6488       0.82990000       0.81600000       0.84400000       -1.0000000       10.4510       5.52206
G067988        28.145111       -13.923176       22.0871       22.1110       19.0515       0.61440000       0.60290000       0.62470000       -1.0000000       10.1185       57.7738
G068023        28.165805       -13.922334       22.8991       22.9994       19.7678       0.84790000       0.80960000       0.88830000       -1.0000000       10.2739       10.8377
G068062        28.199609       -13.922082       22.8003       22.8206       20.6295       0.61850000       0.61150000       0.62470000       -1.0000000       9.06501       3.01070
G068090        28.123868       -13.922389       22.6927       22.9185       19.7646       0.74070000       0.73060000       0.75000000       0.74559999       9.30579       2.22128
G068070        28.371336       -13.921787       22.1656       22.1980       20.2708       0.88110000       0.84990000       0.93390000       -1.0000000       9.81901       5.02672
G068140        27.958430       -13.922340       21.3660       21.4703       18.9002       0.82600000       0.81260000       0.83840000       -1.0000000       10.1158      0.825739
G068163        28.142375       -13.921605       23.1585       23.1766       20.7638       0.64290000       0.63670000       0.64940000       -1.0000000       9.19155       32.0034
G068178        28.143161       -13.921539       22.8191       22.8103       20.3063       0.82960000       0.80900000       0.85300000       -1.0000000       9.71768       7.97553
G068198        28.278472       -13.923366       20.8935       21.2450       17.8594       0.86620000       0.72650000       0.87580000       0.77980000       11.0322       3.11373
G068203        27.906954       -13.921541       22.3675       22.3901       99.0000       0.68440000       0.67410000       0.69890000       -1.0000000       9.52204      0.238560
G068242        28.343268       -13.920903       22.9904       22.9872       21.5784       0.83440000       0.77720000       0.91470000       -1.0000000       9.79735       5.69864
G068231        28.143413       -13.921331       22.6438       22.6473       20.3314       0.85680000       0.83710000       0.87090000       0.83749998       9.61988       5.31896
G068260        28.258476       -13.920763       22.6499       22.6337       20.7313       0.60730000       0.60130000       0.60990000       -1.0000000       9.19973       2.18000
G068309        28.150470       -13.922884       20.5610       20.6957       17.6367       0.63800000       0.63200000       0.64440000       0.64630002       11.0650       63.5991
G068378        28.457764       -13.919812       22.8767       22.8505       99.0000       0.86220000       0.83130000       0.88690000       -1.0000000       9.80196       4.28523
G068372        28.087449       -13.920842       21.9389       22.0043       19.3028       0.67110000       0.56630000       0.72400000       -1.0000000       10.0282      0.834632
G068391        28.062392       -13.920933       21.5158       21.5343       18.6683       0.60730000       0.58900000       0.62480000       -1.0000000       10.2329       2.22667
G068417        28.150753       -13.921743       21.2054       21.2885       17.9330       0.60830000       0.59220000       0.62390000       0.63950002       10.6711       69.1942
G068452        28.266538       -13.921593       21.5637       21.7378       19.1100       0.61420000       0.60100000       0.62480000       -1.0000000       9.84655       2.60588
G068493        28.152177       -13.921552       21.8929       22.4206       19.5717       0.72660000       0.64450000       0.74750000       -1.0000000       10.3570       1.69727
G068509        28.210006       -13.919317       23.2870       23.3391       20.5002       0.88040000       0.86590000       0.89410000       0.84241003       8.81367       1.89887
G068530        28.362149       -13.919740       22.1988       22.1850       19.2774       0.69520000       0.67740000       0.78480000       -1.0000000       10.3651      0.666771
G068490        28.155440       -13.920334       22.5466       22.5738       22.5220       0.76440000       0.75900000       0.76990000       -1.0000000       9.16542       3.72422
G068555        28.462149       -13.918942       22.9174       22.9567       99.0000       0.84150000       0.80980000       0.86670000       -1.0000000       10.2540       4.33061
G068560        28.207664       -13.919477       22.8791       22.9048       19.6565       0.82480000       0.81540000       0.83460000       0.83769000       10.0212       7.35536
G068666        28.024274       -13.918977       23.0717       23.1144       21.6441       0.81020000       0.80070000       0.81930000       -1.0000000       9.24858      0.610827
G068679        28.175190       -13.919171       22.5924       22.6620       20.4040       0.65700000       0.65070000       0.66130000       -1.0000000       9.28219       3.06645
G068726        28.063202       -13.918840       22.4641       22.4617       20.1219       0.61970000       0.61100000       0.62950000       -1.0000000       9.66943       1.09880
G068745        28.354311       -13.918357       22.7228       22.7518       20.1857       0.74830000       0.73570000       0.76340000       -1.0000000       9.52089       1.40192
G068802        28.300050       -13.918333       22.7846       22.8782       21.2463       0.62660000       0.61690000       0.63990000       0.63529998       9.36150       3.96481
G068811        28.461310       -13.918421       21.8236       21.8983       99.0000       0.84380000       0.83270000       0.85450000       -1.0000000       10.8151       4.55311
G068829        28.215027       -13.917654       22.0974       22.0764       19.1655       0.84280000       0.79840000       0.87810000       -1.0000000       10.5059       11.6872
G068896        28.143540       -13.918039       22.5861       22.5467       19.5527       0.61940000       0.61040000       0.62900000       -1.0000000       10.1946       40.1183
G068925        27.985027       -13.918408       22.1372       22.1878       20.1026       0.83590000       0.81040000       0.86380000       -1.0000000       9.63642      0.824113
G068938        28.196068       -13.917708       23.0544       23.1402       19.6369       0.89330000       0.86960000       0.92640000       -1.0000000       10.5367       1.97040
G068947        28.135134       -13.918284       22.3031       22.3600       19.7375       0.61020000       0.60150000       0.61910000       -1.0000000       9.98028       15.6355
G068944        28.297966       -13.918589       21.0253       21.1993       18.1316       0.62360000       0.48070000       0.63530000       -1.0000000       10.4903       4.23824
G068998        28.287123       -13.916854       22.7226       22.7909       99.0000       0.81830000       0.80970000       0.82880000       -1.0000000       9.64145       4.66490
G069010        28.098584       -13.917402       22.1777       22.2484       19.3362       0.66600000       0.62860000       0.70480000       -1.0000000       10.1775       1.05448
G069028        28.462566       -13.916877       22.5383       22.5420       99.0000       0.77450000       0.76130000       0.78870000       -1.0000000       9.41505      0.545156
G069047        28.435258       -13.916826       23.1316       23.1747       99.0000       0.82610000       0.80140000       0.84380000       -1.0000000       9.31821       2.65909
G069102        28.295377       -13.917613       21.6381       21.7743       18.4402       0.68320000       0.65910000       0.70580000       -1.0000000       10.3090       2.28811
G069135        28.150428       -13.917100       22.1350       22.2928       19.5783       0.63890000       0.63160000       0.64490000       -1.0000000       9.58907       53.1073
G069156        28.147972       -13.916259       22.7014       22.7128       19.9413       0.75210000       0.73160000       0.77630000       -1.0000000       10.0384       3.19182
G069139        28.152116       -13.920390       19.4825       19.8170       16.8339       0.63240000       0.62710000       0.63500000       0.64639997       11.3788       73.7406
G069279        28.288411       -13.917019       21.2580       21.3823       19.2363       0.60750000       0.60510000       0.60990000       -1.0000000       9.53805       2.62150
G069316        28.157411       -13.915660       22.8886       22.9347       20.9412       0.63120000       0.61590000       0.64710000       -1.0000000       9.38643       28.4792
G069353        27.959289       -13.915843       22.4952       22.4871       19.2657       0.82110000       0.81070000       0.96380000       -1.0000000       10.3563      0.669242
G069375        28.294352       -13.917300       21.2689       21.5170       18.3686       0.70110000       0.67640000       0.71930000       -1.0000000       10.5790       3.03673
G069378        27.952902       -13.917403       20.2377       20.4622       17.5930       0.60880000       0.59750000       0.62270000       -1.0000000       10.9607       1.68133
G069382        28.219925       -13.915813       21.5406       21.6202       18.8097       0.61980000       0.61080000       0.62850000       0.61339998       9.97961       5.23403
G069383        28.140110       -13.916011       21.3680       21.4700       18.5639       0.61290000       0.59030000       0.63870000       -1.0000000       10.6166       34.0222
G069446        27.977405       -13.915851       22.2827       22.3641       19.4327       0.85640000       0.83270000       0.88460000       -1.0000000       10.1911      0.814389
G069411        28.316136       -13.916436       22.2996       22.3894       19.6702       0.88770000       0.86820000       0.90790000       -1.0000000       10.0555       4.63386
G069415        28.143800       -13.914966       23.2626       23.2571       21.3569       0.79120000       0.77890000       0.80230000       -1.0000000       9.51272       4.63870
G069444        27.978450       -13.915621       22.2110       22.2431       19.7028       0.80420000       0.66270000       0.85060000       -1.0000000       10.2409      0.833724
G069507        28.261172       -13.914667       23.2315       23.2432       21.8435       0.88360000       0.87260000       0.89420000       -1.0000000       9.22583       2.06848
G069519        28.148711       -13.915314       22.1062       22.1789       20.3359       0.82690000       0.82030000       0.83390000       -1.0000000       9.49080       6.38458
G069522        28.155780       -13.915942       20.7390       20.8071       17.8665       0.61860000       0.61510000       0.62470000       0.63630003       10.7594       37.5086
G069544        28.082547       -13.914446       23.1373       23.1481       21.9010       0.74120000       0.69570000       0.76710000       -1.0000000       9.29124       2.26057
G069568        28.163908       -13.916410       20.5881       20.6753       17.7481       0.62680000       0.62050000       0.63080000       0.63919997       10.9132       14.7570
G069565        28.289994       -13.914198       22.8570       22.8323       19.6327       0.82960000       0.80300000       0.85820000       -1.0000000       10.1664       6.55379
G069599        28.028400       -13.914654       22.4865       22.5058       20.3779       0.88190000       0.87230000       0.88920000       -1.0000000       9.68527      0.545489
G069603        28.167612       -13.915137       20.5812       20.6990       17.5724       0.61620000       0.61030000       0.62360000       0.63260001       11.0032       9.39539
G069607        28.111466       -13.914477       22.7243       22.7641       20.6811       0.71730000       0.71020000       0.72450000       -1.0000000       9.47757       1.34855
G069623        28.163919       -13.915256       20.9563       21.0280       18.4044       0.64960000       0.63700000       0.66160000       -1.0000000       10.0774       7.08848
G069625        28.155103       -13.913979       23.2494       23.2357       21.1536       0.82050000       0.80630000       0.83800000       0.82801002       9.42282       7.11907
G069611        28.396458       -13.913850       22.9785       22.9972       99.0000       0.70660000       0.69330000       0.72240000       -1.0000000       9.37595       1.27449
G069638        28.277889       -13.914152       22.7531       22.7823       20.5407       0.75250000       0.74180000       0.76300000       -1.0000000       9.61176       2.00824
G069666        28.215889       -13.913715       23.0974       23.0789       20.7211       0.63200000       0.62560000       0.63690000       -1.0000000       9.17886       5.10163
G069672        28.142670       -13.917358       20.8992       20.9418       17.9596       0.62580000       0.62030000       0.62990000       0.63620001       10.6259       39.2019
G069713        28.304156       -13.913756       23.0756       23.0525       21.3757       0.68720000       0.68080000       0.69270000       -1.0000000       9.02634       2.21700
G069719        28.206501       -13.913736       23.2789       23.3347       21.3437       0.73650000       0.71770000       0.78780000       -1.0000000       9.85500       3.14485
G069738        28.077998       -13.914720       21.8819       21.9400       19.4369       0.60370000       0.59500000       0.61810000       -1.0000000       9.58407       1.31857
G069803        28.193515       -13.913869       21.6987       21.8348       19.3180       0.71790000       0.70280000       0.73680000       -1.0000000       9.88614       2.02571
G069773        28.130966       -13.913173       22.9856       23.3786       20.9677       0.63370000       0.61180000       0.65120000       -1.0000000       9.43445       14.8033
G069844        28.301373       -13.912859       22.8462       22.8467       20.1287       0.88200000       0.84450000       0.90950000       -1.0000000       9.74532       2.08360
G069830        28.453055       -13.912941       22.5113       22.5072       99.0000       0.86370000       0.85100000       0.87820000       -1.0000000       10.2435       7.56399
G069833        28.142076       -13.912960       22.4371       22.6747       21.0582       0.64000000       0.59410000       0.73520000       -1.0000000       9.89005       59.5088
G069904        28.228219       -13.912971       21.9154       22.0278       18.1448       0.77190000       0.75770000       0.89910000       -1.0000000       11.0149       2.40618
G069930        27.978765       -13.913443       21.6634       21.7746       19.4814       0.79850000       0.78490000       0.80960000       -1.0000000       10.1445      0.774005
G069977        28.086626       -13.917370       19.4822       19.8445       16.8125       0.60450000       0.60010000       0.60990000       -1.0000000       11.4933       1.34241
G069975        28.436999       -13.912365       21.9593       22.0450       99.0000       0.64240000       0.62150000       0.66250000       -1.0000000       10.2121      0.879094
G070003        28.325477       -13.911776       22.1922       22.2143       19.2059       0.81480000       0.79620000       0.83210000       -1.0000000       10.4400       34.6231
G070008        28.155258       -13.911563       23.0105       23.0815       19.8833       0.75440000       0.74500000       0.79230000       -1.0000000       10.0576       3.72880
G070016        28.363027       -13.911865       22.6884       23.0376       20.2732       0.87700000       0.74090000       0.90220000       -1.0000000       9.91636       3.09251
G070038        28.242005       -13.913423       20.8250       20.9477       18.4399       0.61750000       0.61050000       0.62450000       -1.0000000       9.89218       4.39233
G070071        28.227524       -13.911937       22.4823       22.5017       18.9783       0.83650000       0.82070000       0.85850000       0.84698999       10.4104       8.51828
G070064        28.191704       -13.911507       23.2527       23.2448       20.4688       0.82530000       0.80810000       0.84260000       -1.0000000       9.76303       13.8374
G070082        28.211339       -13.912171       21.9472       22.0242       19.0437       0.83370000       0.81200000       0.85600000       -1.0000000       10.4195       8.58087
G070100        28.316500       -13.911579       22.5795       22.5759       20.1505       0.68920000       0.68510000       0.69500000       -1.0000000       9.81378       2.02152
G070120        28.181158       -13.911650       21.8517       21.8577       18.7001       0.79970000       0.78300000       0.81760000       0.83120000       10.4035       32.6663
G070237        28.433281       -13.910932       22.6900       22.7649       99.0000       0.77470000       0.76600000       0.78320000       -1.0000000       9.79772      0.962443
G070239        28.306529       -13.911444       21.8939       21.9929       19.5157       0.63180000       0.62290000       0.63950000       -1.0000000       9.87215       3.54944
G070265        28.257023       -13.911565       21.5015       21.6152       19.2582       0.89130000       0.88520000       0.89740000       -1.0000000       10.0238       2.08790
G070256        28.218681       -13.910631       22.0102       22.0387       18.7772       0.82050000       0.80510000       0.83600000       0.83152997       10.6442       28.0905
G070252        28.097100       -13.910862       22.3677       22.3605       20.0354       0.72160000       0.71530000       0.72820000       -1.0000000       9.63974      0.970303
G070317        28.415821       -13.910319       22.1640       22.1849       99.0000       0.85400000       0.81090000       0.88500000       -1.0000000       10.1886       1.57877
G070373        28.430303       -13.909776       23.0717       23.0806       99.0000       0.79160000       0.76570000       0.81940000       -1.0000000       9.76923       1.24292
G070376        28.406264       -13.910227       22.0774       22.2575       99.0000       0.65110000       0.63770000       0.66320000       -1.0000000       9.58781       2.09569
G070399        28.212657       -13.909367       23.2584       23.2528       21.8163       0.61910000       0.61420000       0.62520000       -1.0000000       9.03782       4.65571
G070432        28.047985       -13.910931       21.0428       21.2730       18.2400       0.63030000       0.59090000       0.64480000       -1.0000000       10.4597       1.06820
G070436        28.114179       -13.909549       22.2287       22.2145       19.9729       0.60710000       0.60080000       0.60990000       -1.0000000       9.36720       3.40857
G070415        28.322650       -13.910415       21.3783       21.5998       18.6664       0.79140000       0.77080000       0.80820000       0.74640000       10.5659       13.6874
G070433        28.270240       -13.910049       21.6222       21.7014       19.4530       0.62260000       0.62010000       0.62780000       -1.0000000       9.85887       3.35226
G070457        28.047479       -13.909352       23.1891       23.2260       21.1523       0.73170000       0.72520000       0.73890000       -1.0000000       9.57980       1.24044
G070479        28.173541       -13.909351       22.3579       22.3750       19.9387       0.77990000       0.76070000       0.80330000       0.82999998       9.87695       7.60818
G070491        28.013792       -13.909207       22.9302       22.9103       20.0971       0.81290000       0.80580000       0.82070000       -1.0000000       9.55253      0.813223
G070543        28.146246       -13.909010       21.9382       21.9359       19.0835       0.60910000       0.59100000       0.63120000       -1.0000000       10.0884       26.0714
G070572        28.326542       -13.908247       23.0883       23.0662       19.8523       0.87210000       0.72460000       0.89360000       -1.0000000       9.82610       6.69764
G070599        28.156174       -13.908541       23.2000       23.2123       20.3512       0.84610000       0.83140000       0.85910000       -1.0000000       9.71426       11.1748
G070610        28.195274       -13.908802       23.0769       23.0896       21.6611       0.70400000       0.66710000       0.82250000       0.82969999       9.58648       1.29464
G070558        27.908745       -13.908980       22.6359       22.6514       99.0000       0.61860000       0.61500000       0.62460000       -1.0000000       9.11806      0.761245
G070567        28.406001       -13.908663       23.0449       23.0494       99.0000       0.86010000       0.77460000       0.87850000       -1.0000000       9.67290       1.37471
G070630        28.291691       -13.909292       21.4125       21.4922       19.3162       0.74130000       0.73530000       0.74500000       -1.0000000       9.78198       1.71813
G070660        28.436667       -13.908424       22.3247       22.3395       99.0000       0.70620000       0.69760000       0.71450000       -1.0000000       9.87081       2.43388
G070651        28.406909       -13.909067       21.9717       22.0794       99.0000       0.77900000       0.76540000       0.79450000       -1.0000000       9.59048       1.41011
G070657        28.170585       -13.909708       21.0230       21.1909       17.7599       0.82770000       0.71650000       0.83950000       0.86680001       11.3109       18.5006
G070667        28.201269       -13.908008       22.8059       22.8179       19.9566       0.72990000       0.72330000       0.73580000       -1.0000000       9.69190       1.84605
G070698        28.309681       -13.908234       22.2206       22.2312       19.4009       0.69810000       0.69120000       0.70460000       -1.0000000       9.64424       3.13422
G070706        28.296171       -13.908898       21.6077       21.7913       18.3755       0.80730000       0.78350000       0.84510000       0.84149998       10.9891       8.61705
G070719        28.165566       -13.907897       22.6828       22.6808       19.8842       0.73980000       0.72810000       0.75770000       -1.0000000       9.63558       5.54666
G070721        28.198278       -13.912171       20.4499       20.7049       17.8003       0.63700000       0.62940000       0.64480000       0.63470000       10.8939       2.76529
G070736        28.252403       -13.908832       22.3558       22.4943       19.8208       0.63940000       0.62500000       0.66890000       -1.0000000       9.54765       8.76949
G070743        27.905997       -13.907796       22.5891       22.5882       99.0000       0.64250000       0.64010000       0.64490000       -1.0000000       9.85480      0.446869
G070745        28.242616       -13.908338       22.3106       22.3022       20.1584       0.62750000       0.62510000       0.62990000       -1.0000000       9.16139       20.4557
G070770        28.173841       -13.908948       21.1034       21.1657       18.1715       0.82520000       0.81280000       0.83580000       0.83219999       10.8302       34.9371
G070832        27.945040       -13.907746       22.5488       22.5425       19.6668       0.74190000       0.73460000       0.75210000       -1.0000000       10.2284      0.733774
G070837        28.158476       -13.908284       21.5375       21.7917       18.0867       0.86090000       0.84570000       0.87500000       -1.0000000       10.8283       9.28264
G070846        28.276315       -13.909285       20.5590       20.6730       17.8202       0.64390000       0.63540000       0.65410000       -1.0000000       10.8934       3.44300
G070906        28.179456       -13.907900       21.7141       21.7609       18.2196       0.76890000       0.75890000       0.78810000       -1.0000000       10.8741       12.7939
G070927        28.142915       -13.908071       20.5700       20.9041       18.0510       0.83080000       0.82120000       0.83970000       0.83998001       11.2191       5.30808
G070914        28.273550       -13.906496       23.0879       23.1230       21.2956       0.83530000       0.82700000       0.84290000       0.83867002       9.14516       4.01022
G070913        28.183682       -13.906945       22.8415       22.9010       20.5458       0.84940000       0.83710000       0.85960000       -1.0000000       9.51735       9.29140
G071010        28.156394       -13.906963       22.7934       23.0543       19.6113       0.76450000       0.74990000       0.77880000       -1.0000000       10.3544       3.43546
G070965        28.319020       -13.909252       20.4505       20.7063       17.5312       0.83770000       0.82930000       0.84470000       0.84600002       11.2722       30.8176
G070964        28.308343       -13.907006       21.8256       21.8271       19.8757       0.68780000       0.68130000       0.69440000       -1.0000000       9.38402       2.74502
G070977        28.045732       -13.907082       21.9479       21.9407       19.0795       0.63180000       0.42660000       0.67710000       -1.0000000       9.90814       1.05194
G071002        28.144081       -13.906567       22.6656       22.6843       19.9979       0.61600000       0.59840000       0.63020000       -1.0000000       10.0220       24.8187
G071021        28.227868       -13.907085       21.6509       21.6608       18.5714       0.72800000       0.72000000       0.73870000       -1.0000000       10.7396       1.82823
G071024        28.242293       -13.906353       23.2244       23.2017       20.1262       0.73580000       0.70500000       0.75470000       -1.0000000       9.74950       1.66741
G071069        28.369187       -13.907193       21.6855       21.7532       19.4182       0.83530000       0.81590000       0.84990000       -1.0000000       9.94266       3.15138
G071108        28.004964       -13.906136       23.2833       23.2892       20.9098       0.69810000       0.68740000       0.70920000       -1.0000000       9.06417      0.581045
G071119        28.189493       -13.907398       21.0876       21.2437       18.1529       0.72230000       0.67290000       0.72960000       -1.0000000       10.3368       1.52004
G071120        28.143952       -13.910606       19.4388       19.9881       17.0604       0.62980000       0.62520000       0.63480000       -1.0000000       11.4023       46.7522
G071146        28.153596       -13.905716       23.1390       23.1603       19.7871       0.75490000       0.74080000       0.77000000       -1.0000000       10.0035       3.54988
G071154        28.128194       -13.906158       22.7506       22.7407       20.5975       0.85490000       0.84580000       0.86260000       -1.0000000       9.51167       2.68889
G071161        28.167383       -13.906047       23.2711       23.4323       21.5810       0.88440000       0.86630000       0.90700000       -1.0000000       9.25541       7.98904
G071164        28.318681       -13.905697       22.8060       22.7878       19.7783       0.83070000       0.81300000       0.85790000       -1.0000000       10.3431       25.9111
G071160        28.164727       -13.907261       20.8933       20.9923       17.6939       0.72620000       0.71260000       0.74750000       -1.0000000       10.9162       1.49753
G071207        28.286277       -13.905289       23.1282       23.1059       19.4519       0.69620000       0.68610000       0.70470000        1.0936199       9.98589       2.38177
G071224        28.142906       -13.909684       18.5035       19.8655       16.8688       0.62230000       0.61610000       0.62720000       -1.0000000       11.7089       47.5189
G071248        28.061862       -13.905608       22.0845       22.1329       19.5701       0.82310000       0.81520000       0.83230000       -1.0000000       9.86427      0.826175
G071273        27.993344       -13.905722       22.6035       22.6273       20.1809       0.81570000       0.80460000       0.82770000       -1.0000000       9.84536      0.526773
G071286        28.143830       -13.905088       23.0616       23.0273       20.5488       0.63870000       0.62330000       0.65560000       -1.0000000       9.87306       18.8441
G071277        28.470544       -13.905871       21.2687       21.3509       99.0000       0.73090000       0.72020000       0.73920000       -1.0000000       10.0778      0.692175
G071304        28.144256       -13.905683       21.3365       21.4526       18.8032       0.64180000       0.63050000       0.65310000       -1.0000000       10.2345       20.3100
G071337        28.406320       -13.904940       23.1065       23.2450       99.0000       0.70710000       0.68810000       0.72200000       -1.0000000       9.49644       1.87887
G071382        28.329264       -13.905342       21.9927       22.0819       18.9616       0.86760000       0.84460000       0.88820000       0.84039998       10.3243       18.9843
G071388        28.191818       -13.905245       21.9811       22.0226       18.6317       0.80110000       0.78980000       0.81470000       -1.0000000       10.5783       13.4706
G071393        28.182015       -13.905483       21.5736       21.6372       18.5227       0.78920000       0.76470000       0.81660000       0.84380001       10.8647       20.3850
G071450        28.253036       -13.905548       20.8744       20.9345       18.0806       0.65480000       0.62820000       0.68300000       -1.0000000       10.4887       8.74632
G071500        28.260321       -13.905030       21.4303       21.4892       18.6435       0.84970000       0.81760000       0.86340000       -1.0000000       10.3015       3.74194
G071459        28.344919       -13.904257       22.2294       22.2214       19.2409       0.83430000       0.81820000       0.85170000       -1.0000000       10.7659       6.49859
G071541        27.988910       -13.904974       21.2995       21.3134       18.2428       0.61890000       0.60580000       0.63430000       -1.0000000       10.7132       1.41596
G071555        28.177416       -13.905503       21.7102       21.9606       18.8968       0.85920000       0.73570000       0.87000000       -1.0000000       10.6359       6.46743
G071548        28.397375       -13.904470       22.7045       22.8232       99.0000       0.73520000       0.71940000       0.80130000       -1.0000000       9.81732      0.832805
G071568        28.062666       -13.904835       21.6835       21.7666       18.6125       0.80870000       0.78740000       0.82670000       -1.0000000       10.2839       1.71126
G071572        28.354792       -13.903889       22.3838       22.3856       19.7838       0.63690000       0.62320000       0.64970000       -1.0000000       9.60335       1.33235
G071616        28.338417       -13.903619       22.3904       22.4246       20.6610       0.82920000       0.81840000       0.84240000       -1.0000000       9.42155       10.6538
G071628        28.288657       -13.903619       22.3389       22.3491       19.6352       0.84270000       0.83580000       0.84950000       0.84200001       9.76216       5.01274
G071613        28.446424       -13.903724       21.7245       21.7322       99.0000       0.84540000       0.83580000       0.85470000       -1.0000000       10.8582       3.55531
G071645        28.322459       -13.903617       22.6160       22.6182       19.3495       0.71000000       0.66660000       0.79010000       -1.0000000       10.1047       2.46688
G071639        28.191497       -13.904744       21.5910       21.7205       19.4400       0.61650000       0.61020000       0.62350000       0.61629999       9.58784       4.16717
G071661        28.161324       -13.903249       23.0042       22.9962       21.1263       0.81930000       0.81020000       0.82860000       -1.0000000       9.28463       15.7970
G071699        28.448006       -13.903034       22.1447       22.1596       99.0000       0.85060000       0.83670000       0.86120000       -1.0000000       9.79772       3.82972
G071756        28.252161       -13.902821       22.6310       22.6306       19.9687       0.89970000       0.88640000       0.91340000       -1.0000000       9.73566       2.90282
G071773        28.236346       -13.903681       21.1832       21.3086       18.3675       0.64120000       0.63110000       0.64960000       -1.0000000       10.3912       12.0368
G071802        28.239907       -13.903057       22.4958       22.5173       19.3443       0.79190000       0.66080000       0.82690000       0.84806001       10.0146       2.77269
G071804        28.234723       -13.904450       19.7524       19.9989       16.8131       0.63240000       0.62720000       0.63500000       -1.0000000       11.1907       9.86367
G071898        28.303367       -13.901753       23.1759       23.1556       20.3001       0.89160000       0.86560000       0.94400000       -1.0000000       9.95621       4.27368
G071909        28.257493       -13.903846       21.1211       21.1832       18.6904       0.64720000       0.64070000       0.65270000       -1.0000000       9.96910       6.10406
G071911        28.364494       -13.901817       22.4110       22.4233       20.8170       0.76620000       0.75250000       0.77880000       -1.0000000       9.43911       2.08952
G071920        28.199996       -13.901950       23.0808       23.0873       19.9745       0.82460000       0.78020000       0.89300000       -1.0000000       10.2490       7.10877
G071974        28.012850       -13.901718       23.0536       23.0679       20.5392       0.81910000       0.81240000       0.82620000       -1.0000000       9.36326      0.789380
G071998        28.469257       -13.901544       22.2171       22.2510       99.0000       0.65490000       0.63580000       0.72650000       -1.0000000       10.0794      0.438038
G072020        28.449567       -13.901346       22.3372       22.3450       99.0000       0.85680000       0.84560000       0.86950000       -1.0000000       9.51660       3.92625
G072007        28.147608       -13.901066       23.2954       23.3002       21.2468       0.63450000       0.62890000       0.63980000       -1.0000000       8.79411       9.81300
G072023        28.476125       -13.900471       21.7893       21.8456       99.0000       0.86680000       0.85550000       0.87830000       -1.0000000       10.3419       3.19092
G072025        28.140546       -13.902649       21.2464       21.3172       18.3498       0.64650000       0.63590000       0.67800000       -1.0000000       10.3807       12.9436
G072060        28.058427       -13.902023       22.3864       22.4378       20.3629       0.83680000       0.82960000       0.84380000       -1.0000000       9.50230      0.587995
G072065        28.316522       -13.901075       22.4649       22.4849       18.8906       0.75930000       0.61380000       0.77880000       -1.0000000       10.2945       2.04241
G072081        27.955660       -13.901008       23.1676       23.1692       21.0456       0.78760000       0.77730000       0.79630000       -1.0000000       9.11565      0.436820
G072089        28.236435       -13.902406       20.4864       20.7227       17.2289       0.63550000       0.62820000       0.64310000       -1.0000000       11.3100       12.5731
G072155        28.242276       -13.900626       22.8345       22.8433       19.9267       0.88630000       0.82790000       0.91360000       -1.0000000       10.0145       3.47944
G072163        27.986728       -13.901090       22.7151       22.6942       20.6672       0.85370000       0.83910000       0.86520000       -1.0000000       9.82819      0.603900
G072183        27.987927       -13.900569       23.0787       23.0863       21.2559       0.79300000       0.78380000       0.80270000       -1.0000000       9.40034      0.485930
G072218        28.369730       -13.901543       21.7121       22.6261       20.0903       0.73700000       0.70880000       0.79480000       -1.0000000       9.85458      0.944177
G072243        28.270562       -13.900117       22.8434       22.8575       20.6053       0.84110000       0.83510000       0.84950000       0.86559999       9.16485       3.02030
G072352        28.189807       -13.899211       23.1319       23.1323       20.6324       0.82460000       0.81220000       0.83780000       -1.0000000       9.39866       17.6003
G072377        28.208560       -13.901461       21.5202       21.8386       19.0541       0.69760000       0.68290000       0.71760000       -1.0000000       10.0675       1.21915
G072385        28.220099       -13.899420       23.1085       23.1518       21.6787       0.87090000       0.84000000       0.89020000       0.84719002       9.90557       3.61104
